year,district_name,block_name,village_name,Boron,Copper,Electrical Conductivity,Iron,Manganese,Nitrogen,Organic Carbon,Phosphorus,Potassium,Soil Ph,Sulphur,Zinc,nutrients_available,coverage_percentage
2024-25,Viluppuram,Melmalayanur,Teppirampattu,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Melmalayanur,Torappadi,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Melmalayanur,Turinjippundi,62,62,62,62,62,62,62,62,62,62,62,62,12,100.0
2024-25,Viluppuram,Melmalayanur,Unnamanandal,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Melmalayanur,Vadapalai,104,102,104,104,104,104,104,104,104,104,104,104,12,100.0
2024-25,Viluppuram,Melmalayanur,Vadavetti,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Melmalayanur,Vailamur (Mel),20,20,20,20,20,20,20,20,20,20,20,20,12,100.0
2024-25,Viluppuram,Melmalayanur,Valathi,101,101,101,101,101,101,101,101,101,100,101,101,12,100.0
2024-25,Viluppuram,Melmalayanur,Vanakkambadi,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Mugaiyur,A. Gudalur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Mugaiyur,Adhichanur,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Viluppuram,Mugaiyur,Adoor Kolapakkam,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Mugaiyur,Adukkam,103,103,103,103,103,103,103,103,103,103,103,103,12,100.0
2024-25,Viluppuram,Mugaiyur,Alambadi,6,6,6,6,6,6,6,6,6,6,6,5,12,100.0
2024-25,Viluppuram,Mugaiyur,Andili,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Mugaiyur,Appanandal,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Viluppuram,Mugaiyur,Arakandanallur,9,9,9,9,9,9,9,9,9,9,9,9,12,100.0
2024-25,Viluppuram,Mugaiyur,Arasankuppam,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Mugaiyur,Arcadu,108,108,108,108,108,108,108,108,108,108,108,108,12,100.0
2024-25,Viluppuram,Mugaiyur,Arcot South,52,52,52,52,52,52,52,52,52,52,52,52,12,100.0
2024-25,Viluppuram,Mugaiyur,Arumalai,7,7,7,7,7,7,7,7,7,7,7,7,12,100.0
2024-25,Viluppuram,Mugaiyur,Arunapuram,53,53,53,53,53,53,53,53,53,53,53,53,12,100.0
2024-25,Viluppuram,Mugaiyur,Ayandur,142,142,142,142,142,142,142,142,142,142,142,142,12,100.0
2024-25,Viluppuram,Mugaiyur,Chitherippattu R.F.,7,7,7,7,7,7,7,7,7,7,7,7,12,100.0
2024-25,Viluppuram,Mugaiyur,Devanur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Mugaiyur,Emapper,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Viluppuram,Mugaiyur,Kadaganur,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Viluppuram,Mugaiyur,Kallandal,17,17,17,17,17,17,17,17,17,17,17,17,12,100.0
2024-25,Viluppuram,Mugaiyur,Kandachipuram,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Mugaiyur,Kasbakaranai,14,14,14,14,14,14,14,14,14,14,14,14,12,100.0
2024-25,Viluppuram,Mugaiyur,Keelakondur,102,102,101,102,102,101,101,102,102,101,102,102,12,100.0
2024-25,Viluppuram,Mugaiyur,Kingilivadai,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Mugaiyur,Kodukkapattu,51,51,51,51,51,51,51,51,51,51,51,51,12,100.0
2024-25,Viluppuram,Mugaiyur,Kodungal,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Mugaiyur,Kollur,108,108,108,108,108,108,108,108,108,108,108,108,12,100.0
2024-25,Viluppuram,Mugaiyur,Kottamarudur,35,35,35,35,35,35,35,35,35,35,35,35,12,100.0
2024-25,Viluppuram,Mugaiyur,Kudamurutti,22,22,22,22,22,22,22,22,22,22,22,22,12,100.0
2024-25,Viluppuram,Mugaiyur,Madavilagam,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Viluppuram,Mugaiyur,Manampoondi,51,51,51,51,51,51,51,51,51,51,51,51,12,100.0
2024-25,Viluppuram,Mugaiyur,Melakondur,19,19,19,19,19,19,19,19,19,19,19,19,12,100.0
2024-25,Viluppuram,Mugaiyur,Melvalai,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Mugaiyur,Mugaiyur,30,30,29,30,30,30,30,30,30,27,30,30,12,100.0
2024-25,Viluppuram,Mugaiyur,Nayanur,101,101,101,101,101,101,101,101,101,101,101,101,12,100.0
2024-25,Viluppuram,Mugaiyur,Nayanur Rf,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Mugaiyur,Nerkunam,9,9,9,9,9,9,9,9,9,9,9,9,12,100.0
2024-25,Viluppuram,Mugaiyur,Oddampattu,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Mugaiyur,Oduvankuppam,12,12,12,12,12,12,12,12,12,12,12,12,12,100.0
2024-25,Viluppuram,Mugaiyur,Paranur,19,19,19,19,19,19,19,19,19,18,19,19,12,100.0
2024-25,Viluppuram,Mugaiyur,Perichanur,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Mugaiyur,Pilrampattu,7,7,7,7,7,7,7,7,7,7,7,7,12,100.0
2024-25,Viluppuram,Mugaiyur,Pudupalaiyam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Mugaiyur,Sathiyakandanur,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Viluppuram,Mugaiyur,Sennakunam,14,14,14,14,14,14,14,14,14,14,14,14,12,100.0
2024-25,Viluppuram,Mugaiyur,Sithathur,4,4,4,4,4,4,4,4,4,3,4,4,12,100.0
2024-25,Viluppuram,Mugaiyur,Sitheripattu,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Viluppuram,Mugaiyur,Thandarai,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Mugaiyur,Thanikelampattu,9,9,9,9,9,9,9,9,9,9,9,9,12,100.0
2024-25,Viluppuram,Mugaiyur,Thirumalaipattu,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Mugaiyur,V.Chithamur,12,12,12,12,12,12,12,12,12,12,12,12,12,100.0
2024-25,Viluppuram,Mugaiyur,V.Puthur,18,18,18,18,18,18,18,18,18,18,18,18,12,100.0
2024-25,Viluppuram,Mugaiyur,Vadagaraithayanur,118,118,118,118,118,118,118,118,118,118,118,118,12,100.0
2024-25,Viluppuram,Mugaiyur,Vasanthkrishnapuram,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Viluppuram,Mugaiyur,Vedalam,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Viluppuram,Mugaiyur,Veerangipuram,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Mugaiyur,Veerapandi,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Mugaiyur,Veerashozhapuram,147,147,146,147,147,147,147,147,147,147,147,147,12,100.0
2024-25,Viluppuram,Mugaiyur,Velakulam,51,51,51,51,51,51,51,51,51,51,51,51,12,100.0
2024-25,Viluppuram,Mugaiyur,Vellamputhur,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Olakkur,Ammanambakkam,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Olakkur,Andapattu,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Olakkur,Annambakkam,7,7,7,7,7,7,7,7,7,7,7,7,12,100.0
2024-25,Viluppuram,Olakkur,Atchipakkam,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Olakkur,Attipakkam,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Olakkur,Avanipur,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Olakkur,Buderi,42,42,42,42,42,42,42,42,42,42,42,42,12,100.0
2024-25,Viluppuram,Olakkur,Dadapuram,15,15,15,15,15,15,15,15,15,15,15,15,12,100.0
2024-25,Viluppuram,Olakkur,Eppakkam,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Viluppuram,Olakkur,Ichcheri,29,29,29,29,29,29,29,29,29,29,29,29,12,100.0
2024-25,Viluppuram,Olakkur,Kadavambakkam,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Olakkur,Kalavoi (Vada),3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Olakkur,Kambur,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Olakkur,Karuppur,13,13,13,13,13,13,13,13,13,13,13,13,12,100.0
2024-25,Viluppuram,Olakkur,Karuvapakkam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Olakkur,Kattupunjai,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Olakkur,Kiladanur,105,106,105,106,106,105,104,105,105,105,105,106,12,100.0
2024-25,Viluppuram,Olakkur,Kilgudalur,82,81,82,82,81,82,82,82,82,82,82,82,12,100.0
2024-25,Viluppuram,Olakkur,Kilkaranai,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Viluppuram,Olakkur,Kilmalayanur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Olakkur,Kilmavilangai,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Viluppuram,Olakkur,Kilnemili,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Olakkur,Kilpasar,102,102,102,102,102,102,102,102,102,102,102,102,12,100.0
2024-25,Viluppuram,Olakkur,Kilsevur,21,21,21,21,21,21,21,21,21,21,21,21,12,100.0
2024-25,Viluppuram,Olakkur,Kodiam,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Olakkur,Koochikolathur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Olakkur,Kunnappakkam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Olakkur,Mambakkam,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Viluppuram,Olakkur,Mandaperumpakkam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Olakkur,Mangalam,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Olakkur,Mavilangai (Mel),7,7,7,7,7,7,7,7,7,7,7,7,12,100.0
2024-25,Viluppuram,Olakkur,Meladhanur,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Olakkur,Melpakkam,49,49,49,49,49,49,49,49,49,48,49,49,12,100.0
2024-25,Viluppuram,Olakkur,Melpettai,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Olakkur,Nallathur,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Olakkur,Nangunam,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Olakkur,Naramagani,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Olakkur,Neduntondi,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Olakkur,Nolambur,110,110,110,110,110,110,110,110,110,110,110,110,12,100.0
2024-25,Viluppuram,Olakkur,Olakkur Kilpadi,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Olakkur,Olakkur Melpadi,14,14,14,14,14,14,14,14,14,13,14,14,12,100.0
2024-25,Viluppuram,Olakkur,Ongur,103,103,103,103,103,103,103,103,103,102,103,103,12,100.0
2024-25,Viluppuram,Olakkur,Padiri,15,15,15,15,15,15,15,15,15,15,15,15,12,100.0
2024-25,Viluppuram,Olakkur,Pallipakkam,5,5,5,5,5,5,5,5,5,4,5,5,12,100.0
2024-25,Viluppuram,Olakkur,Panaiyur,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Olakkur,Panchalam,17,17,16,17,17,17,16,17,17,16,17,17,12,100.0
2024-25,Viluppuram,Olakkur,Pangalathur,116,116,116,116,116,116,116,116,116,116,116,116,12,100.0
2024-25,Viluppuram,Olakkur,Pattanam,27,27,27,27,27,27,27,27,27,27,27,27,12,100.0
2024-25,Viluppuram,Olakkur,Perapari,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Olakkur,Purangarai,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Olakkur,Puttanandal,7,7,7,7,7,7,7,7,7,7,7,7,12,100.0
2024-25,Viluppuram,Olakkur,Saram,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Olakkur,Sembakkam,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Viluppuram,Olakkur,Senalur,58,58,58,58,58,58,58,58,58,58,58,58,12,100.0
2024-25,Viluppuram,Olakkur,Sendamangalam,103,103,102,103,103,103,103,103,103,102,103,103,12,100.0
2024-25,Viluppuram,Olakkur,Singanikuppam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Olakkur,Siruvalur (Vada),100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2024-25,Viluppuram,Olakkur,Tengapakkam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Olakkur,Tennampundi,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Olakkur,Ural,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Olakkur,Vadampundi,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Olakkur,Vairapuram,103,103,102,103,103,103,102,103,103,101,103,103,12,100.0
2024-25,Viluppuram,Olakkur,Vellimedupettai,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Alankuppam,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Amoor,15,15,15,15,15,15,15,15,15,15,15,15,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Anathur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Arasur,152,151,150,151,151,151,151,151,152,150,152,152,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Arumpattu,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Chinnasevlai,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Elandurai,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Enathimangalam,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Eralur,116,116,116,116,116,116,116,116,116,115,116,116,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Gramam,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Kandalavadi,10,10,10,10,10,10,10,10,10,9,10,10,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Kannarampattu,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Karadipakkam,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Keelamangalam,6,6,6,6,6,6,6,6,6,6,6,6,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Kilthaniyalampattu,9,9,9,9,9,9,9,9,9,9,9,9,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Madampattu,100,100,100,100,100,100,100,100,100,99,100,100,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Malaiyampattu,107,108,107,108,108,108,108,108,108,107,108,108,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Mamandur,20,20,20,20,20,20,20,20,20,20,20,20,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Melamangalam,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Melthaniyalampattu,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Perangiyur,16,16,16,16,16,16,16,16,16,16,16,16,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Periyasevalai,113,113,113,113,113,113,113,113,113,113,113,113,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Poyyarasur,9,9,9,9,9,9,9,9,9,9,9,9,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Semangalam,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Semmar,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Sithanangur,41,41,41,41,41,41,41,41,41,41,41,41,12,100.0
2024-25,Viluppuram,Thiruvennainallur,T. Konalavadi,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Viluppuram,Thiruvennainallur,T.Kumaramangalam,9,9,9,9,9,9,8,9,9,9,9,9,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Thaduthatkondur,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Thenmangalam,114,114,114,114,114,114,114,114,114,114,114,114,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Thiruvennainallur North,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Thiruvennainallur South,12,12,12,12,12,12,12,12,12,12,12,12,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Thulangampattu,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Viluppuram,Thiruvennainallur,Valaiyampattu,110,110,110,110,110,110,110,110,110,110,110,110,12,100.0
2024-25,Viluppuram,Vallam,Agalur,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2024-25,Viluppuram,Vallam,Amur,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Anangur,101,102,102,102,102,102,102,102,102,102,102,102,12,100.0
2024-25,Viluppuram,Vallam,Anathur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Vallam,Anilady,51,51,51,51,51,51,51,51,51,51,51,51,12,100.0
2024-25,Viluppuram,Vallam,Arugavur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Vallam,Aviyur,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Bondai,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Chellapiratti,99,101,101,101,101,101,101,101,101,101,101,101,12,100.0
2024-25,Viluppuram,Vallam,Chinnagaram,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Vallam,Chittamur (Mel),102,102,102,102,102,102,102,102,102,102,102,102,12,100.0
2024-25,Viluppuram,Vallam,Cholangunam,27,27,27,27,27,27,27,27,27,27,27,27,12,100.0
2024-25,Viluppuram,Vallam,Dalavalappattu,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Dalavanur,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Vallam,Damanur,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Vallam,Eachur,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Vallam,Edaimalai,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Errambattu,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Vallam,Ethanemili,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Vallam,Gudalur (Mel),100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2024-25,Viluppuram,Vallam,Illodu,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Vallam,Indirasankuppam,37,37,37,37,37,37,37,37,37,37,37,37,12,100.0
2024-25,Viluppuram,Vallam,Irumbuli,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Vallam,Kadambur,42,42,42,42,42,42,42,42,42,42,42,42,12,100.0
2024-25,Viluppuram,Vallam,Kalaiyur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Vallam,Kalavay (Mel),5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Vallam,Kalladikuppam,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Vallam,Kallalipattu,10,10,10,10,10,10,10,10,10,10,10,10,12,100.0
2024-25,Viluppuram,Vallam,Kallapuliyur,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Vallam,Kammandur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Vallam,Kandamanallur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Vallam,Kappai,100,100,100,100,100,100,100,99,100,100,100,100,12,100.0
2024-25,Viluppuram,Vallam,Kariyamangalam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Karunguli,39,39,39,39,39,39,39,39,39,39,39,39,12,100.0
2024-25,Viluppuram,Vallam,Kilaiyur,40,41,40,41,41,40,40,40,40,40,40,40,12,100.0
2024-25,Viluppuram,Vallam,Koravanandal,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Kuttapakkam (Mel),22,22,22,22,22,22,22,22,22,22,22,22,12,100.0
2024-25,Viluppuram,Vallam,Mahadevimangalam,102,102,102,102,102,102,102,102,102,102,102,102,12,100.0
2024-25,Viluppuram,Vallam,Marur,13,13,13,13,13,13,13,13,13,13,13,13,12,100.0
2024-25,Viluppuram,Vallam,Melathipakkam,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Vallam,Melolakkur,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Mudaiyur West,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Vallam,Mukkunam,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Nagandur,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Vallam,Nangilikondan,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Vallam,Nangiyanandal,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Vallam,Nattarmangalam,86,86,86,86,86,86,86,86,86,86,86,86,12,100.0
2024-25,Viluppuram,Vallam,Neerperuthagaram,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Vallam,Neganur,8,8,8,8,8,8,8,8,8,8,8,8,12,100.0
2024-25,Viluppuram,Vallam,Pallikulam,46,46,46,46,46,46,46,46,46,46,46,45,12,100.0
2024-25,Viluppuram,Vallam,Panappakkam,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Vallam,Pennagar,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Vallam,Perampattu,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Vallam,Perumpugai,100,100,100,100,100,100,100,100,100,100,100,100,12,100.0
2024-25,Viluppuram,Vallam,Perumpundi,101,101,101,101,101,101,101,101,101,101,101,101,12,100.0
2024-25,Viluppuram,Vallam,Puthur (Ten),2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Puttur (Vada),2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Rajampuliyur,2,2,2,2,2,2,2,2,2,1,2,2,12,100.0
2024-25,Viluppuram,Vallam,Sandisakshi,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Servilagam,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Vallam,Seturayanallur,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Vallam,Thiruvambattu,85,85,85,85,85,85,85,85,85,85,85,85,12,100.0
2024-25,Viluppuram,Vallam,Tondur,3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Vallam,Udaiyantangal,1,1,1,1,1,1,1,1,1,1,1,1,12,100.0
2024-25,Viluppuram,Vallam,Vadataram,15,15,15,15,15,15,15,15,15,15,15,15,12,100.0
2024-25,Viluppuram,Vallam,Vadavanur,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Vailamur (Kil),102,102,102,102,102,102,102,102,102,101,102,102,12,100.0
2024-25,Viluppuram,Vallam,Vallam,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Vallam,Vilvamadevi,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Viranamur,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Virpattu,2,2,2,2,2,2,2,2,2,2,2,2,12,100.0
2024-25,Viluppuram,Vallam,Vowalkunram,50,50,50,50,50,50,50,50,50,50,50,50,12,100.0
2024-25,Viluppuram,Vanur,Agaram (Then),3,3,3,3,3,3,3,3,3,3,3,3,12,100.0
2024-25,Viluppuram,Vanur,Akasampattu,101,101,101,101,101,101,101,101,101,101,101,101,12,100.0
2024-25,Viluppuram,Vanur,Appakkam,4,5,4,5,5,4,4,4,4,4,4,5,12,100.0
2024-25,Viluppuram,Vanur,Appirambattu,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Vanur,Aruvadai,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Vanur,Aruvapakkam,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Vanur,Chittanappakkam,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Vanur,Devanandal,5,5,5,5,5,5,5,5,5,5,5,5,12,100.0
2024-25,Viluppuram,Vanur,Elayandapattu,4,4,4,4,4,4,4,4,4,4,4,4,12,100.0
2024-25,Viluppuram,Vanur,Eraiyur,125,125,124,125,125,124,124,124,125,121,125,125,12,100.0
