year,district_name,district_code,block_name,block_code,village_name,village_code,nitrogen_status,phosphorus_status,potassium_status,organic_carbon_status,electrical_conductivity_status,soil_ph_status,zinc_status,boron_status,manganese_status,sulphur_status,copper_status,iron_status,boron_deficient,boron_sufficient,copper_deficient,copper_sufficient,electrical_conductivity_non_saline,electrical_conductivity_saline,iron_deficient,iron_sufficient,manganese_deficient,manganese_sufficient,nitrogen_high,nitrogen_low,nitrogen_medium,organic_carbon_high,organic_carbon_low,organic_carbon_medium,phosphorus_high,phosphorus_low,phosphorus_medium,potassium_high,potassium_low,potassium_medium,soil_ph_acidic,soil_ph_alkaline,soil_ph_neutral,sulphur_deficient,sulphur_sufficient,zinc_deficient,zinc_sufficient
2024-25,Thiruvarur,590,Tirutturaippundi,6368,Thiruthuraipoondi,932302,Low,Medium,Low,Low,Non Saline,Neutral,Sufficient,Deficient,Deficient,Deficient,Sufficient,Sufficient,4,0,0,4,4,0,0,4,4,0,0,4,0,0,4,0,0,1,3,0,4,0,0,0,4,4,0,0,4
2024-25,Thiruvarur,590,Tirutturaippundi,6368,Velur,638345,Low,Medium,Medium,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,12,0,0,12,12,0,0,12,3,9,0,12,0,0,12,0,1,4,7,1,0,11,0,0,12,12,0,9,3
2024-25,Thiruvarur,590,Tirutturaippundi,6368,Vilathur,638322,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,16,0,0,16,16,0,0,16,0,16,0,16,0,0,16,0,12,2,2,4,0,12,0,0,16,16,0,0,16
2024-25,Thiruvarur,590,Valangaiman,6369,Adhichamangalam,637860,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,35,65,0,100,100,0,0,100,0,100,0,100,0,0,100,0,97,0,3,100,0,0,0,0,100,0,100,68,32
2024-25,Thiruvarur,590,Valangaiman,6369,Aravathur,637915,Low,Low,High,High,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,1,99,0,100,100,0,0,100,0,100,0,100,0,100,0,0,0,100,0,100,0,0,0,0,100,49,51,0,100
2024-25,Thiruvarur,590,Valangaiman,6369,Avalivanallur,637895,Low,Low,High,Medium,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,18,82,0,100,100,0,0,100,0,100,0,100,0,3,43,54,0,100,0,100,0,0,0,1,99,9,91,0,100
2024-25,Thiruvarur,590,Valangaiman,6369,Avoor,637865,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,13,87,0,100,100,0,0,100,0,100,0,100,0,0,86,14,96,0,4,100,0,0,0,0,100,0,100,83,17
2024-25,Thiruvarur,590,Valangaiman,6369,Haridwaramangalam,637897,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,19,81,0,100,100,0,0,100,0,100,0,100,0,0,100,0,96,0,4,100,0,0,0,4,96,0,100,80,20
2024-25,Thiruvarur,590,Valangaiman,6369,Kalathur,637875,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,18,82,0,100,100,0,1,99,0,100,0,100,0,0,97,3,100,0,0,100,0,0,0,0,100,0,100,63,37
2024-25,Thiruvarur,590,Valangaiman,6369,Kandiyur,637884,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,30,70,0,100,100,0,0,100,16,84,0,100,0,0,100,0,95,0,5,100,0,0,0,2,98,0,100,86,14
2024-25,Thiruvarur,590,Valangaiman,6369,Manakkal,637892,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,7,23,0,30,30,0,0,30,0,30,0,30,0,0,30,0,30,0,0,29,0,1,0,0,30,0,30,17,13
2024-25,Thiruvarur,590,Valangaiman,6369,Mathur,637885,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,16,84,0,100,100,0,0,100,0,100,0,100,0,0,98,2,100,0,0,100,0,0,0,0,100,0,100,77,23
2024-25,Thiruvarur,590,Valangaiman,6369,Moolalvancheri,637867,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,21,79,0,100,100,0,0,100,0,100,0,100,0,0,96,4,89,0,11,99,0,1,0,0,100,0,100,72,28
2024-25,Thiruvarur,590,Valangaiman,6369,Nallur,637851,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,23,77,0,100,100,0,0,100,0,100,0,100,0,0,100,0,98,0,2,100,0,0,0,0,100,0,100,60,40
2024-25,Thiruvarur,590,Valangaiman,6369,Narthangudi,637913,Low,High,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,10,20,0,30,30,0,0,30,0,30,0,30,0,0,30,0,30,0,0,30,0,0,0,0,30,0,30,12,18
2024-25,Thiruvarur,590,Valangaiman,6369,Pappakudi,637911,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,34,66,0,100,100,0,0,100,2,98,0,100,0,0,100,0,100,0,0,100,0,0,0,43,57,0,100,67,33
2024-25,Thiruvarur,590,Valangaiman,6369,Poonaerrupu,637907,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,28,72,0,100,100,0,0,100,0,100,0,100,0,0,96,4,100,0,0,100,0,0,0,34,66,0,100,73,27
2024-25,Thiruvarur,590,Valangaiman,6369,Poonthottam,637902,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,8,22,0,30,30,0,0,30,0,30,0,30,0,0,30,0,30,0,0,30,0,0,0,0,30,0,30,19,11
2024-25,Thiruvarur,590,Valangaiman,6369,Renganathapuram,637852,Low,High,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,8,22,0,30,30,0,1,29,1,29,0,30,0,0,30,0,30,0,0,30,0,0,0,0,30,1,29,13,17
2024-25,Thiruvarur,590,Valangaiman,6369,Saranatham,637908,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,33,67,0,100,100,0,0,100,13,87,0,100,0,0,99,1,100,0,0,100,0,0,0,0,100,0,100,65,35
2024-25,Thiruvarur,590,Valangaiman,6369,Sithanvalur,637881,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,26,74,0,100,100,0,0,100,0,100,0,100,0,0,100,0,98,0,2,94,0,6,0,0,100,0,100,61,39
2024-25,Thiruvarur,590,Valangaiman,6369,Therkkupattam,637877,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,21,79,0,100,100,0,0,100,18,82,0,100,0,0,100,0,100,0,0,100,0,0,0,1,99,0,100,80,20
2024-25,Thiruvarur,590,Valangaiman,6369,Thiruvonamangalam,637886,Low,Low,High,High,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,23,77,0,100,100,0,0,100,0,100,0,100,0,71,2,27,3,52,45,100,0,0,0,0,100,19,81,0,100
2024-25,Thiruvarur,590,Valangaiman,6369,Valangaiman,932146,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,8,22,0,30,30,0,0,30,0,30,0,30,0,0,29,1,28,0,2,30,0,0,0,0,30,0,30,19,11
2024-25,Thiruvarur,590,Valangaiman,6369,Veeranam,637862,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,9,21,0,30,30,0,0,30,0,30,0,30,0,0,30,0,30,0,0,27,0,3,0,0,30,0,30,16,14
2024-25,Thiruvarur,590,Valangaiman,6369,Velur,637866,Low,High,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,18,82,0,100,100,0,0,100,0,100,0,100,0,0,93,7,97,0,3,99,0,1,0,0,100,0,100,87,13
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Alagiamanavalapuram,642562,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,143,14,1,156,157,0,0,157,0,157,0,157,0,0,157,0,116,2,39,156,0,1,0,0,157,4,153,1,156
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Alwarthirunagari,933471,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,28,0,0,28,28,0,0,28,0,28,0,28,0,0,28,0,0,12,16,28,0,0,0,0,28,2,26,11,17
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Angamangalam,642557,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,2,0,0,2,2,0,0,2,0,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,0,2,0,2
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Athinathapuram,642547,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,6,0,0,6,6,0,0,6,0,6,0,6,0,0,6,0,0,0,6,6,0,0,0,0,6,2,4,0,6
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Authur Kaspa,933446,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,2,0,0,2,2,0,0,2,0,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,1,1,0,2
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Kadayanodai,642559,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,5,0,0,5,5,0,0,5,0,5,0,5,0,0,5,0,0,0,5,5,0,0,0,0,5,0,5,5,0
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Karungadal,642596,Low,Medium,Medium,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,50,2,0,52,52,0,16,36,2,50,0,52,0,0,52,0,19,0,33,3,0,49,0,5,47,1,51,45,7
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Kattarimangalam,642597,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,149,5,0,154,154,0,0,154,0,154,0,154,0,0,154,0,13,2,139,154,0,0,0,0,154,2,152,147,7
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Kurippankulam,642564,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,8,0,0,8,8,0,0,8,0,8,0,8,0,0,8,0,0,1,7,8,0,0,0,0,8,0,8,0,8
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Malavarayanatham,642546,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,6,0,0,6,6,0,0,6,0,6,0,6,0,0,6,0,0,0,6,6,0,0,0,0,6,0,6,0,6
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Meerankulam - I,642594,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,2,0,0,2,2,0,0,2,0,2,0,2,0,0,2,0,2,0,0,2,0,0,0,0,2,2,0,0,2
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Meerankulam - Ii,642595,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Mela Authoor,642553,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,45,1,0,46,46,0,0,46,0,46,0,46,0,0,46,0,46,0,0,46,0,0,4,0,42,0,46,5,41
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Mukkuperi,642566,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,5,0,0,5,5,0,0,5,0,5,0,5,0,0,5,0,0,0,5,5,0,0,0,0,5,0,5,5,0
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Nalumavadi,642568,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,3,0,0,3,3,0,0,3,0,3,0,3,0,0,3,0,2,0,1,3,0,0,0,0,3,0,3,0,3
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Nazareth,933472,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,31,1,0,32,32,0,0,32,0,32,0,32,0,0,32,0,0,5,27,31,0,1,0,0,32,0,32,0,32
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Puraiyoor,642558,Low,Medium,Medium,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,25,28,0,53,53,0,10,43,0,53,0,53,0,0,53,0,16,0,37,3,0,50,0,10,43,0,53,44,9
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Sethukkuvaithan,642552,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,70,5,0,75,75,0,1,74,1,74,0,75,0,0,75,0,64,0,11,75,0,0,0,0,75,0,75,1,74
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Srivenkateshwarapuram,642601,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,2,0,0,2,2,0,0,2,0,2,0,2,0,0,2,0,2,0,0,2,0,0,0,0,2,2,0,0,2
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Suganthalai,642556,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,4,0,0,4,4,0,0,4,0,4,0,4,0,0,4,0,1,0,3,4,0,0,0,0,4,1,3,4,0
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Themankulam,642560,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,0,10,1,9,10,0,5,5,0,10,0,10,0,0,10,0,0,0,10,10,0,0,0,0,10,0,10,10,0
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Thenthiruperai,933458,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,3,0,0,3,3,0,0,3,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,1,2,1,2
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Thenthiruperai (Kurukatur),642550,Low,High,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,3,0,0,3,3,0,0,3,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,1,2,1,2
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Thenthiruperai (Rajapathi),642551,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,155,1,0,156,156,0,1,155,0,156,0,156,0,0,156,0,48,0,108,156,0,0,0,0,156,90,66,156,0
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Thirukalore,642548,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,163,1,0,164,164,0,157,7,0,164,0,164,0,0,163,1,17,0,147,143,0,21,0,76,88,16,148,8,156
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Thirunaveerudayarpuram,642561,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,43,0,0,43,43,0,0,43,0,43,0,43,0,0,43,0,4,0,39,43,0,0,0,0,43,1,42,1,42
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Udayarkulam,642563,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,10,0,0,10,10,0,1,9,0,10,0,10,0,0,10,0,0,0,10,10,0,0,0,0,10,0,10,0,10
2024-25,Thoothukkudi,594,Alwarthirunagari,6421,Vellamadam,642565,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,34,19,0,53,53,0,2,51,0,53,0,53,0,0,53,0,6,16,31,33,0,20,0,2,51,3,50,19,34
2024-25,Thoothukkudi,594,Karungulam,6422,Alanda,642481,Low,Low,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,102,0,0,102,102,0,102,0,0,102,0,102,0,0,102,0,0,100,2,102,0,0,0,2,100,10,92,102,0
2024-25,Thoothukkudi,594,Karungulam,6422,Alikkudi,642500,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Deficient,Sufficient,Deficient,8,0,0,8,8,0,4,4,0,8,0,8,0,0,8,0,4,0,4,8,0,0,0,0,8,4,4,8,0
2024-25,Thoothukkudi,594,Karungulam,6422,Alwarkarkulam,642509,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,3,0,0,3,3,0,3,0,0,3,0,3,0,0,3,0,0,0,3,3,0,0,0,0,3,0,3,3,0
2024-25,Thoothukkudi,594,Karungulam,6422,Arampannai,642507,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,3,0,0,3,3,0,3,0,0,3,0,3,0,0,3,0,0,0,3,3,0,0,0,0,3,0,3,3,0
2024-25,Thoothukkudi,594,Karungulam,6422,Cherakulam,642529,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,45,0,0,45,45,0,33,12,0,45,0,45,0,0,45,0,4,4,37,45,0,0,0,0,45,3,42,45,0
2024-25,Thoothukkudi,594,Karungulam,6422,Chettimallanpatti,642494,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,0,6,0,6,6,0,6,0,0,6,0,6,0,0,6,0,0,0,6,6,0,0,0,0,6,1,5,0,6
2024-25,Thoothukkudi,594,Karungulam,6422,Deivaseyalpuram,642492,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,0,5,0,5,5,0,5,0,0,5,0,5,0,0,5,0,0,0,5,5,0,0,0,0,5,1,4,0,5
2024-25,Thoothukkudi,594,Karungulam,6422,Ellainayakkanpatti,642493,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,2,4,0,6,6,0,6,0,0,6,0,6,0,0,6,0,0,0,6,6,0,0,0,0,6,1,5,0,6
2024-25,Thoothukkudi,594,Karungulam,6422,Kaliyavur,642488,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,4,0,0,4,4,0,4,0,0,4,0,4,0,0,4,0,0,0,4,4,0,0,0,0,4,0,4,4,0
2024-25,Thoothukkudi,594,Karungulam,6422,Kalvay,642531,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,10,0,0,10,10,0,3,7,0,10,0,10,0,0,10,0,4,0,6,10,0,0,0,0,10,4,6,10,0
2024-25,Thoothukkudi,594,Karungulam,6422,Karungulam,642526,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,4,0,0,4,4,0,4,0,0,4,0,4,0,0,4,0,0,0,4,4,0,0,0,0,4,0,4,4,0
2024-25,Thoothukkudi,594,Karungulam,6422,Kilavallanadu,642491,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,33,0,0,33,33,0,33,0,0,33,0,33,0,0,33,0,0,15,18,33,0,0,0,0,33,12,21,33,0
2024-25,Thoothukkudi,594,Karungulam,6422,Kilputhaneri,642498,Low,High,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,7,0,0,7,7,0,5,2,0,7,0,7,0,0,7,0,4,0,3,7,0,0,0,0,7,3,4,7,0
2024-25,Thoothukkudi,594,Karungulam,6422,Kongarayankurichi,642508,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,3,0,0,3,3,0,3,0,0,3,0,3,0,0,3,0,0,0,3,3,0,0,0,0,3,0,3,3,0
2024-25,Thoothukkudi,594,Karungulam,6422,Manakkarai,642503,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,98,58,0,156,156,0,3,153,0,156,0,155,1,0,156,0,4,35,117,156,0,0,0,0,156,22,134,156,0
2024-25,Thoothukkudi,594,Karungulam,6422,Murappanadu Pudugramam,642501,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,2,0,0,2,2,0,2,0,0,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,0,2,2,0
2024-25,Thoothukkudi,594,Karungulam,6422,Muruppanadukovilpattu,642489,Low,High,Medium,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,160,0,0,160,160,0,3,157,0,160,0,160,0,0,85,75,105,0,55,59,0,101,1,0,159,15,145,27,133
2024-25,Thoothukkudi,594,Karungulam,6422,Muthulangurichi,642505,Low,High,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Deficient,Sufficient,Sufficient,6,0,0,6,6,0,2,4,0,6,0,6,0,0,6,0,5,0,1,6,0,0,0,0,6,3,3,6,0
2024-25,Thoothukkudi,594,Karungulam,6422,Nanalkadu,642502,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,3,0,0,3,3,0,3,0,0,3,0,3,0,0,3,0,0,0,3,3,0,0,0,0,3,0,3,3,0
2024-25,Thoothukkudi,594,Karungulam,6422,Poovani,642482,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,2,0,0,2,2,0,2,0,0,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,0,2,2,0
2024-25,Thoothukkudi,594,Karungulam,6422,Sekkarakkudi,642484,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,0,7,0,7,7,0,7,0,0,7,0,7,0,0,7,0,0,0,7,7,0,0,0,0,7,3,4,0,7
2024-25,Thoothukkudi,594,Karungulam,6422,Sekkarakudi Ii,933455,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Deficient,4,4,0,8,8,0,8,0,0,8,0,8,0,0,8,0,0,0,8,8,0,0,0,0,8,5,3,0,8
2024-25,Thoothukkudi,594,Karungulam,6422,Seydunganallur,642527,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Deficient,Sufficient,Deficient,14,20,0,34,34,0,34,0,0,34,0,34,0,0,34,0,2,0,32,34,0,0,0,0,34,30,4,4,30
2024-25,Thoothukkudi,594,Karungulam,6422,Singathakurichi,642486,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,142,19,0,161,161,0,112,49,0,161,0,161,0,0,161,0,12,38,111,161,0,0,0,0,161,23,138,112,49
2024-25,Thoothukkudi,594,Karungulam,6422,Terkukariseri,642528,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,4,0,0,4,4,0,4,0,0,4,0,4,0,0,4,0,0,0,4,4,0,0,0,0,4,0,4,4,0
2024-25,Thoothukkudi,594,Karungulam,6422,Ulakkudi,642487,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,5,0,0,5,5,0,5,0,0,5,0,5,0,0,5,0,0,0,5,5,0,0,0,0,5,0,5,5,0
2024-25,Thoothukkudi,594,Karungulam,6422,Vadakkukariseri,642485,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,0,7,0,7,7,0,7,0,0,7,0,7,0,0,7,0,0,0,7,7,0,0,0,0,7,1,6,0,7
2024-25,Thoothukkudi,594,Karungulam,6422,Vadavallanadu,642490,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Sufficient,Sufficient,Sufficient,Sufficient,Deficient,1,2,0,3,3,0,3,0,0,3,0,3,0,0,3,0,0,0,3,3,0,0,0,0,3,0,3,1,2
2024-25,Thoothukkudi,594,Karungulam,6422,Vallakulam,642530,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Deficient,Sufficient,Deficient,26,13,0,39,39,0,39,0,0,39,0,39,0,0,39,0,1,0,38,39,0,0,0,0,39,33,6,10,29
2024-25,Thoothukkudi,594,Karungulam,6422,Vallanadu (Kasba),642497,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,104,0,0,104,104,0,104,0,0,104,0,104,0,0,104,0,0,39,65,104,0,0,0,1,103,0,104,104,0
2024-25,Thoothukkudi,594,Karungulam,6422,Vasavappapuram,642499,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,110,0,0,110,110,0,57,53,0,110,0,110,0,0,91,19,6,0,104,82,0,28,0,0,110,3,107,10,100
2024-25,Thoothukkudi,594,Karungulam,6422,Vitthalapuram,642504,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,5,0,0,5,5,0,5,0,0,5,0,5,0,0,5,0,1,0,4,5,0,0,0,0,5,0,5,5,0
2024-25,Thoothukkudi,594,Karungulam,6422,Vitthalapuram Kovilpattu,642506,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,5,0,0,5,5,0,5,0,0,5,0,5,0,0,5,0,0,0,5,5,0,0,0,0,5,1,4,5,0
2024-25,Thoothukkudi,594,Kayathar,6423,Achangulam,642205,Low,Medium,High,Low,Non Saline,Neutral,Deficient,Deficient,Sufficient,Sufficient,Sufficient,Deficient,124,0,0,124,124,0,123,1,0,124,0,124,0,0,124,0,1,1,122,124,0,0,0,0,124,52,72,124,0
2024-25,Thoothukkudi,594,Kayathar,6423,Ahilandapuram,642217,Low,Medium,High,Low,Non Saline,Neutral,Sufficient,Deficient,Sufficient,Sufficient,Sufficient,Sufficient,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
